src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.265653
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.265822
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.265822
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.267925
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.267925
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268001
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268001
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.268099
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.268099
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268123
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268123
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268123
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.268221
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268305
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.268438
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.268456
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.272319
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272372
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.272529
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.272529
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272580
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272580
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.272670
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272689
13.107.137.11,10.52.21.225,443,2462,TCP,54,1773567970.272729
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.272746
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.272746
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.272746
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.272746
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.272746
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.272746
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.272829
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272863
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272863
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272863
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.272863
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.275273
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275319
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275319
13.107.137.11,10.52.21.225,443,2462,TCP,54,1773567970.275413
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.275433
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.275433
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.275433
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.275433
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.275433
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.275433
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.275519
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275528
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275528
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275528
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.275566
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275587
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275587
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275587
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.275706
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275749
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.275822
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275847
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.275847
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.277440
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.277486
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.277584
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.277599
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.277599
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.279817
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.279873
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.279950
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.279962
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.280015
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.280023
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.280077
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.280086
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.280086
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.280123
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.280132
13.107.137.11,10.52.21.225,443,2462,TCP,54,1773567970.280228
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.280243
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.280243
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.280243
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.284879
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.284959
13.107.137.11,10.52.21.225,443,2462,TCP,54,1773567970.285712
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.285712
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.285712
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.285712
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285763
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285763
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285763
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285763
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285763
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.285858
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.285858
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.285858
13.107.137.11,10.52.21.225,443,2462,TCP,54,1773567970.285925
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285937
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285937
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.285937
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.287718
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.287768
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.287931
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.287974
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.288046
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.288046
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.288073
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.288073
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.288134
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.288152
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.288152
10.52.21.225,13.107.137.11,2461,443,TCP,793,1773567970.288152
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.288202
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.288211
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.292714
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.292756
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.302410
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.302444
13.107.137.11,10.52.21.225,443,2461,TCP,54,1773567970.302518
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.302529
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.302631
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.302656
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.302683
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.302689
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.302762
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.302930
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303081
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303246
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303393
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303443
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303615
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303655
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.303832
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304183
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304280
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304403
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304501
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304609
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304834
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.304889
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305070
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305417
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305456
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305641
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305667
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305843
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.305922
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.306056
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.306227
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.306252
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.306290
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.306297
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.306358
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.306847
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.307027
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.307027
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.307217
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.307244
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.307418
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.307730
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.307773
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.307947
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308001
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308332
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308332
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308661
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308681
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308774
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.308999
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.309030
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.309218
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.309302
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.309526
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.309526
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.309624
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310077
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310111
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310330
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310351
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310437
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310633
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310874
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.310922
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.311119
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.311189
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.311250
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.311442
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.311555
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.318178
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.318178
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.318289
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.318969
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.319482
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.319482
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.319568
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.319591
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.319703
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.320457
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.320457
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.321220
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.334308
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.334308
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.334308
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337001
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337124
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337890
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337890
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337890
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337991
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337991
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.337991
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.338714
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.344953
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.386542
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386635
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386713
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386713
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.386780
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.386780
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.386780
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.386780
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386810
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386810
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386850
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386871
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.386890
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.387277
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.387277
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.387277
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.387277
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.387332
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.387371
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.387384
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.387394
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.387463
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.387463
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.387485
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.387506
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.387516
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.387516
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.387579
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.387620
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.387688
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.387700
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.387700
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.405797
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.405797
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.405797
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.405853
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.405853
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.405910
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.405919
149.154.171.5,10.52.21.225,443,42865,TCP,54,1773567970.406549
149.154.171.5,10.52.21.225,443,42865,TCP,143,1773567970.406549
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.406549
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.406612
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.406666
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.406666
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.406666
13.107.137.11,10.52.21.225,443,2464,TCP,66,1773567970.406666
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.406666
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.406687
10.52.21.225,13.107.137.11,2461,443,TCP,987,1773567970.406708
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.406729
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.406729
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.406752
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.406752
10.52.21.225,13.107.137.11,2464,443,TCP,1454,1773567970.406752
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.406784
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.407605
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.407629
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.407689
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.407695
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.407805
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.407813
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.407903
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.407908
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.408023
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.408028
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.408118
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.408123
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.411685
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.411685
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.411685
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.411685
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.411685
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.411730
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.411768
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.411775
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.411783
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.411790
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.411811
10.52.21.225,13.107.137.11,2461,443,TCP,1220,1773567970.411819
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.412416
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.412416
10.52.21.225,13.107.137.11,2461,443,TCP,1221,1773567970.412436
10.52.21.225,13.107.137.11,2461,443,TCP,1220,1773567970.412458
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.412518
10.52.21.225,13.107.137.11,2461,443,TCP,1221,1773567970.412525
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.412736
10.52.21.225,13.107.137.11,2461,443,TCP,1220,1773567970.412753
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.412778
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.412785
10.52.21.225,13.107.137.11,2461,443,TCP,988,1773567970.412785
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.412850
10.52.21.225,13.107.137.11,2461,443,TCP,1220,1773567970.412906
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.415036
10.52.21.225,13.107.137.11,2461,443,TCP,989,1773567970.415069
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.415135
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.415216
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.415225
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.415326
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.415337
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.415437
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.415445
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.415544
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.415550
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.417590
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.417654
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.438405
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.438405
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.438468
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.438524
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.438545
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.438550
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.439053
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.439053
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.439053
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.439094
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.439131
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.439150
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.439178
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.439178
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.439188
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.439200
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.439492
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.439518
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.439587
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.439597
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.439693
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.439704
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.439817
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.439826
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.439909
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.439917
10.52.21.225,149.154.171.5,42865,443,TCP,54,1773567970.450395
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.455294
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.455294
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.455369
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.455430
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.455459
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.455469
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.456214
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.456247
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.470000
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470000
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470000
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470000
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.470112
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470227
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470257
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470272
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470633
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470633
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470667
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470705
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470744
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470744
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470744
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.470744
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470763
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470778
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470793
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.470803
13.107.137.11,10.52.21.225,443,2462,TCP,66,1773567970.471716
10.52.21.225,13.107.137.11,2462,443,TCP,1454,1773567970.471781
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.471910
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.471934
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.471970
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.471986
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.472004
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.472010
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.472244
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.472244
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.472288
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.472330
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.474342
10.52.21.225,13.107.137.11,2461,443,TCP,1454,1773567970.474416
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.474495
13.107.137.11,10.52.21.225,443,2461,TCP,66,1773567970.474495
